type,Price(EGP),listing type,rent period,location,Area(m2),bedrooms,Bathrooms,Down payment,Instalment,post link,Full Descrption
Twin House,"17,000,000",buy,N/A,"EL Patio 6 Compound, 6th of October, Giza",223,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430383.html,very prime location Twin house in patio 6 October lavista
Apartment,"7,950,000",buy,N/A,"Madinaty, Cairo",146,3,3,"EGP 5,700,000",N/A,https://www.bayut.eg/en/property/details-503429399.html,"146 m² apartment for sale in Madinaty, View Garden - First occupancy"
Villa,"20,000,000",buy,N/A,"Al Rabwa, Sheikh Zayed, Giza",400,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503429392.html,Fully Finished Standalone Villa For Sale With Kitchen And AC's In Al Rabwa Compound Sheikh Zayed Al Nozha Street next to Al Ahly Club
Apartment,"6,150,000",buy,N/A,"Green Revolution Compound, Sheikh Zayed, Giza",175,3,2,"EGP 1,537,500","EGP 300,000 monthly / 3 years",https://www.bayut.eg/en/property/details-503428964.html,"Immediate delivery apartment in Green Revolution, Sheikh Zayed inside a compound"
Apartment,"10,500,000",buy,N/A,"Village West Compound, Sheikh Zayed, Giza",154,3,3,"EGP 5,180,000",N/A,https://www.bayut.eg/en/property/details-503428915.html,"For sale: a 154 sqm apartment with installment completion at a special price in Village West compound, Sheikh Zayed."
Villa,"28,500,000",buy,N/A,"Swan Lake West, Sheikh Zayed, Giza",300,3,4,"EGP 1,425,000",N/A,https://www.bayut.eg/en/property/details-503428709.html,Luxurious one story villa | @ Swan Lake West
Apartment,"4,100,000",buy,N/A,"Haptown, Mostakbal City, Cairo",101,2,1,"EGP 2,200,000",N/A,https://www.bayut.eg/en/property/details-503427284.html,Apartment with lowest price at park 226 Haptown with down payment and installments to 2031
Apartment,"4,250,000",buy,N/A,"Al Maqsad, New Capital City, Cairo",175,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503421787.html,"Apartment for Sale –175 sqm in Al Maqsad, New Administrative Capital Prime Location with Direct View of the Iconic Tower Immediate Delivery – Fully"
Villa,"22,500,000",buy,N/A,"New Heliopolis, Cairo",216,3,3,"EGP 1,125,000",N/A,https://www.bayut.eg/en/property/details-503343424.html,S Villa 216 m fully finished direct view of the lake and landscape prime location in the compound
Villa,"20,000,000",buy,N/A,"La Vista City, New Capital City, Cairo",245,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503280429.html,With a Prime View Luxury Villa for Sale in La Vista City - New Capital
Villa,"17,500,000",buy,N/A,"layan Compound, 5th Settlement, New Cairo, Cairo",267,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503280102.html,"With a Prime View and Special price Luxury Villa for Sale in Layan Compound, New Cairo"
Apartment,"5,200,000",buy,N/A,"Sheikh Zayed, Giza",200,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503428396.html,Unit 180 m with a 25 sq m terrace
Villa,"12,000,000",buy,N/A,"The Estates Compound, Sheikh Zayed, Giza",314,6,5,N/A,N/A,https://www.bayut.eg/en/property/details-503428307.html,Standalone villa with a Prime view ready to move in The Estates Sodic near Beverly Hills
Villa,"24,700,000",buy,N/A,"Madinaty, Cairo",275,4,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428120.html,"Own a luxuriously finished villa, model H, in Madinaty – VG2"
Apartment,"29,550,000",buy,N/A,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",196,3,3,"EGP 2,955,000",N/A,https://www.bayut.eg/en/property/details-503424213.html,Pay 2.955. 000 & Receive 3BD+Nanny Finished in CFC Installments 4 Yeras Apartment for sale in Cairo Festival City New Cairo
Apartment,"8,000,000",buy,N/A,"ZED West Compound, Sheikh Zayed, Giza",160,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503280537.html,Apartment Fully Finished View Zayed In Zed
Apartment,"8,000,000",buy,N/A,"Beverly Hills Compound, Sheikh Zayed, Giza",160,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503243479.html,Luxury Apartment Prime Location view landscape in Beverly hills
Apartment,"6,200,000",buy,N/A,"Palm Parks Compound, 6th of October, Giza",170,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502180898.html,Apartment +Garden Fully Finished For sale in Palm Parks Palm Hills
Villa,"14,000,000",buy,N/A,"Shorouk City, Cairo",625,6,6,N/A,N/A,https://www.bayut.eg/en/property/details-503430693.html,"Private villa with immediate delivery, area of 625 square meters, in a residential area with all services available. Villas only, directly on the road to Suez and the Ain Sukhna Mall Madinaty."
Townhouse,"7,500,000",buy,N/A,"Sarai, Mostakbal City, Cairo",150,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503429469.html,"Townhouse for sale, 150 meters, in Sarai Compound, next to Madinaty, by Madinat Misr Company, on the Suez Road."
Apartment,"5,680,000",buy,N/A,"The Icon Residence Compound, 5th Settlement, New Cairo, Cairo",110,2,1,"EGP 568,000","EGP 134,000 monthly / 8 years",https://www.bayut.eg/en/property/details-503428870.html,10% Down Payment & Installments up to 10 Years – Own a 2-Bedroom Apartment in The Icon Garden New Cairo
Villa,"37,000,000",buy,N/A,"Hyde Park New Cairo Compound, 5th Settlement, New Cairo, Cairo",395,5,4,"EGP 3,700,000",N/A,https://www.bayut.eg/en/property/details-503428800.html,"For quick sale: Standalone villa with immediate occupancy in Hyde Park Compound, Fifth Settlement, next to Mivida, directly on 90th Street"
Apartment,"8,700,000",buy,N/A,"Rehab City, New Cairo, Cairo",154,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428316.html,Apartment for sale in Al Rehab City
Duplex,"9,000,000",buy,N/A,"Syaheia 6, 6th of October, Giza",270,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503428017.html,Duplex 270m for sale in the Sixth Tourist Area | Unique design + spacious reception + upscale location
Twin House,"65,000,000",buy,N/A,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",390,4,4,"EGP 6,500,000",N/A,https://www.bayut.eg/en/property/details-503425428.html,"Pay 6,500,000 & Received 4BD Twin Villa in CFC Cairo Festival City installments over 4 Years"
Townhouse,"45,000,000",buy,N/A,"Cairo Festival City, 5th Settlement, New Cairo, Cairo",282,3,4,"EGP 4,500,000",N/A,https://www.bayut.eg/en/property/details-503425219.html,Ready to Move Quattro Villa for Sale Installments in CFC Cairo Festival City New Cairo
Villa,"36,000,000",buy,N/A,"Uptown Cairo, Mokattam, Cairo",496,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503124858.html,Fully Finished and Furnished Luxury villa With a Private Pool in Uptown Cairo - New Cairo
Villa,"19,800,000",buy,N/A,"Mountain View Hyde Park Compound, 5th Settlement, New Cairo, Cairo",280,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503086039.html,With a Prime View Luxury Fully Finished Villa for Sale in Mountain View Hyde Park - New Cairo
Apartment,"2,460,000",buy,N/A,"New October, 6th of October, Giza",205,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430657.html,"Apartment for sale in New October, Second District, Third Neighborhood, in front of Badiya compound, behind the 800 Feddan, on Al-Wahat Road."
Villa,"13,000,000",buy,N/A,"Sarai, Mostakbal City, Cairo",200,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503428459.html,"For quick sale: Standalone villa in Sarai Compound, next to Madinaty, in a prime location (ready for viewing) with a 50% discount"
Penthouse,"12,800,000",buy,N/A,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",175,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503427711.html,Fully-Finished penthouse for sale in fifth square
Villa,"19,000,000",buy,N/A,"Makadi Heights, Makadi Bay, Red Sea",190,4,4,"EGP 8,360,000","EGP 100,000 monthly / 5 years",https://www.bayut.eg/en/property/details-503429215.html,"Lowest price standalone villa in Makadi Heights – the New Gouna of the Red Sea, fully finished with private roof and flexible payment plan"
Villa,"33,000,000",buy,N/A,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",220,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503428441.html,Fully Finished and Furnished Luxury Villa for Sale in Marassi -North Coast
Villa,"18,000,000",buy,N/A,"Madinaty, Cairo",200,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503430666.html,Independent villa for sale in Madinaty – Model F3 – Private garden
Villa,"25,000,000",buy,N/A,"The Med, Ras Al Hekma, North Coast, Matruh",235,4,3,"EGP 1,250,000","EGP 50,000 monthly / 10 years",https://www.bayut.eg/en/property/details-503428699.html,"VILLA FULLY FINISHED, IN THE MED LIMITED, DISC 44%"
Villa,"22,000,000",buy,N/A,"Mivida Compound, 5th Settlement, New Cairo, Cairo",686,6,5,N/A,N/A,https://www.bayut.eg/en/property/details-503423948.html,"For sale, an independent villa in the heart of the New Cairo area with a private swimming pool next to ????? and the American University."
Twin House,"25,000,000",buy,N/A,"Greens Compound, Sheikh Zayed, Giza",310,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503384314.html,Villa for sale - Greens Compound - Sheikh Zayed
Twin House,"25,000,000",buy,N/A,"EL Patio 5, Shorouk City, Cairo",314,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427604.html,Twin house ultra super lux finishing and private pool with furniture and ac's in El patio 5 compound
Apartment,"7,000,000",buy,N/A,"The Address, Sheikh Zayed, Giza",109,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503383673.html,Apartment for sale - The Address - Sheikh Zayed
Apartment,"7,000,000",buy,N/A,"ZED West Compound, Sheikh Zayed, Giza",211,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-502711016.html,Apartment Fully Finished Ready to move in Zed Towers Near Arkan
Apartment,"3,719,000",buy,N/A,"Aljar, Shorouk City, Cairo",69,1,1,N/A,N/A,https://www.bayut.eg/en/property/details-503115500.html,For Sale | Fully Finished Hotel-Standard Studio in Al Shorouk Prime Location – Aljar Compound on Gamal Abdel Nasser Axis
Apartment,"2,030,000",buy,N/A,"Sarai, Mostakbal City, Cairo",50,N/A,1,N/A,N/A,https://www.bayut.eg/en/property/details-502900228.html,"Studio 50m for sale — hot deal at the lowest price near the entrance of Fifth Settlement, inside Sarai Compound (Sarai)."
Apartment,"12,300,000",buy,N/A,"Privado, Madinaty, Cairo",178,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503430014.html,"Apartment 178m² for sale at a very special price in Privado Compound, Madinaty, with a direct view of large lakes, steps away from the mosque, service"
Duplex,"7,520,000",buy,N/A,"New Obour City, Obour City, Cairo",370,4,6,N/A,N/A,https://www.bayut.eg/en/property/details-503429114.html,"A special opportunity duplex 370 meters with a 70m garden in a strategic location | total 7,500,000 after cash discount |"
Townhouse,"23,500,000",buy,N/A,"Sheikh Zayed, Giza",400,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503423299.html,Townhouse for Sale 400 sqm + Garden - Master Bedroom with Dressing Room
Apartment,"6,288,150",buy,N/A,"Alex West, Agami, Alexandria",111,2,1,"EGP 314,410","EGP 49,126 monthly / 8 years",https://www.bayut.eg/en/property/details-503427612.html,Apartment for sale 111 m King Maryout (Alex West)
Apartment,"10,769,550",buy,N/A,"Alex West, Agami, Alexandria",183,3,3,"EGP 1,615,390","EGP 89,746 monthly / 6 years",https://www.bayut.eg/en/property/details-503427606.html,Apartment for sale 183 m King Mariout (Alex West)
Apartment,"9,207,000",buy,N/A,"Alex West, Agami, Alexandria",155,3,2,"EGP 1,381,040","EGP 105,496 monthly / 5 years",https://www.bayut.eg/en/property/details-503427598.html,Apartment for sale 155 m King Maryout (Alex West)
Apartment,"10,870,200",buy,N/A,"Alex West, Agami, Alexandria",183,3,3,"EGP 543,510","EGP 84,923 monthly / 8 years",https://www.bayut.eg/en/property/details-503427597.html,Apartment for sale 183 m King Mariout (Alex West) with complete utilities
Villa,"14,800,000",buy,N/A,"The Crest Compound, 5th Settlement, New Cairo, Cairo",200,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427483.html,35% Off Luxury 3-floor Villa Open View Ready To Move On largest landscape in The Crest New Cairo near Hyde Park & Waterway
Apartment,"3,527,927",buy,N/A,"Al Maqsad, New Capital City, Cairo",175,3,2,N/A,N/A,https://www.bayut.eg/en/property/details-503427264.html,Apartment for sale 175 m { ready to move and finished } in Al Maqsad in R3 with installments over 10 years in new capital
Duplex,"9,549,838",buy,N/A,"Taj City Compound, 1st Settlement, New Cairo, Cairo",225,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427255.html,Duplex for sale with VIP view in front of Kempinski Hotel in Taj City Compound in New Cairo
Apartment,"4,800,000",buy,N/A,"Noor City, New Capital City, Cairo",123,3,2,"EGP 2,650,000",N/A,https://www.bayut.eg/en/property/details-503427226.html,123m² Apartment in Noor City – April 2023 Reservation – 15-Year Installment Plan – Group 11
Duplex,"10,927,792",buy,N/A,"Villette Compound, 5th Settlement, New Cairo, Cairo",290,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427209.html,Duplex for sale on two facades with VIP view high end finished and ready to move in Sodic Villette Fifth Settlement
Villa,"18,279,277",buy,N/A,"Marina 5, Alamein, North Coast, Matruh",263,4,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427198.html,Villa for sale panoramic sea view ready to move and ultra-modern finished and furnished in Marina 5 North Coast
Penthouse,"15,000,000",buy,N/A,"Beit Al Bahr, Sidi Heneish, North Coast, Matruh",178,3,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427163.html,"First row lagoon penthouse Ready for Viewing in Bayt El Bahar, Just 5 Minutes from Almaza Bay | Lagoon View | 178m²  Details:  Unit Type: penthouse  Built-up Area: 178m²  Stunning lagoon view  Ready for immediate viewing   Location: Bayt El Bahar – North"
Chalet,"17,000,000",buy,N/A,"Swan Lake Gouna, Gouna, Red Sea",150,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427156.html,Chaler for sale in swan lake el gouna Ready for Viewing with best discount – first row lagoon view and it was rent with dollars  • Unit Type: chalet • Built-up Area: 150m² • Location: El Gouna – Red Sea • Status: Ready for viewing  Project Features:  Prim
Chalet,"17,000,000",buy,N/A,"Almaza Bay, North Coast, Matruh",185,5,4,N/A,N/A,https://www.bayut.eg/en/property/details-503427153.html,"Fully finished chalet for sale minutes from almaza bay first row looking over the view ready for viewing fully finished ultra modern with kitchen and conditioners , | 185m²  Details:  Unit Type: chalet  Built-up Area: 185m²  Stunning lagoon view  Ready fo"
Villa,"6,059,229",buy,N/A,"Talala, New Heliopolis, Cairo",165,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503427144.html,Luxury high end villa for sale with VIP lagoon view in Talala compound opposite Madinaty and Sodic East
Chalet,"16,000,000",buy,N/A,"La Vista Bay East, North Coast, Matruh",150,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503427103.html,"Fully finished Chalet for sale in lavista bay east with best discount for serious inquiries , Ras El Hekma  – Perfect for Investment or Vacation Living  Unit Type: Chalet  Bedrooms: 3  Special Feature: Includes a private garden   Location: La Vista Ba"
Chalet,"15,000,000",buy,N/A,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",155,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503427062.html,"Fully finished chalet for sale in northcoast minutes from marassi with modern finishing with open view and with best price before summer season,ready for viewing  Unit Type: chalet  Area: 155sqm  Finishing: Fully finished  Project Features:  Prime locati"
Chalet,"15,000,000",buy,N/A,"Naia Bay, Ras Al Hekma, North Coast, Matruh",115,3,2,"EGP 1,500,000",N/A,https://www.bayut.eg/en/property/details-503427009.html,Fully Finished chalet in northcoast ready to move and viewing in naia bay with prime view  • Unit Type: chalet • Built-up Area: 115 m² • Location: naia bay – North Coast • Status: Ready for viewing and to move • Finishing: Fully finished  Project Features
Villa,"11,534,000",buy,N/A,"Azzar Compound, 5th Settlement, New Cairo, Cairo",212,5,5,N/A,N/A,https://www.bayut.eg/en/property/details-503426994.html,"Last corner villa Cash (11,534,000) only in Azar, includes parking, a compound of villas only with a landscape view in the gathering next to Mivida and the American University and 90th Street."
Apartment,"8,124,000",buy,N/A,"Rock Vera Compound, 5th Settlement, New Cairo, Cairo",153,3,3,N/A,N/A,https://www.bayut.eg/en/property/details-503369291.html,"Last 153 sqm Apartment – Immediate Delivery in the Most Prestigious Compound in Fifth Settlement, Opposite Hyde Park"
Villa,"24,000,000",buy,N/A,"Granville, New Capital City, Cairo",245,5,3,N/A,"EGP 90,000 monthly / 12 years",https://www.bayut.eg/en/property/details-502886020.html,Own a Fully Finished Ready-to-Move Villa in the New Administrative Capital – Only 5% Down Payment
