source,property_id,title,compound,area,developer,property_type,bedrooms,bathrooms,size_sqm,finishing,ready_by,min_price,currency,min_down_payment,installment_percentage,installment_type,listing_type,location,latitude,longitude,url,photo_url
propertyfinder,d37d83ab-3ea4-409e-9502-12af78395423,Bamboo III,Bamboo III,"Giza,6 October City,26th of July Corridor,Bamboo Palm Hills",Palm Hills,,,,,,2029-12-31T14:30:30.37Z,23473000,EGP,5.0,,,buy,"Giza,6 October City,26th of July Corridor,Bamboo Palm Hills",30.007723,31.021902,https://www.propertyfinder.eg/en/new-projects/palm-hills/bamboo-iii,https://new-projects-media.propertyfinder.com/project/d37d83ab-3ea4-409e-9502-12af78395423/gallery/image/7BWVyCRlHJ0029o_Up7n1xeDKbBkBL9xIhXAA916EsU=/medium.webp
propertyfinder,6e82ce3d-7a95-4297-8fb2-0d1188755089,Joulz IV,Joulz IV,"Giza,6 October City,Cairo Alexandria Desert Road,Joulz",INERTIA,,,,,,2029-12-31T14:44:03.346Z,13508000,EGP,5.0,,,buy,"Giza,6 October City,Cairo Alexandria Desert Road,Joulz",30.0070086,31.04263,https://www.propertyfinder.eg/en/new-projects/inertia/joulz-iv,https://new-projects-media.propertyfinder.com/project/6e82ce3d-7a95-4297-8fb2-0d1188755089/gallery/image/_mb4wRn79v8oxCccL0q9bqZOf6JYQuH1n-HpuDH6E-0=/medium.webp
propertyfinder,eb2117b8-ec0e-4bad-98f2-8a3df74c20ba,South Academy,South Academy,"Cairo,New Cairo City",El Nemr Group,villa,2,,,,,7500000,EGP,,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/el-nemr-group/south-academy,https://new-projects-media.propertyfinder.com/project/eb2117b8-ec0e-4bad-98f2-8a3df74c20ba/gallery/image/W80S0PDRjEk_-r4SMWZQ4Q66AEDpExgVn72oHWspyhk=/medium.webp
propertyfinder,e8638eb0-c2cc-4ee6-931e-fe5f9a28c928,Greenville 2,Greenville 2,"Giza,Sheikh Zayed City,New Zayed City",PTC Real Estate Development,villa,3,,,,2030-06-30T10:03:43.716Z,4500000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/ptc-real-estate-development/greenville-2,https://new-projects-media.propertyfinder.com/project/e8638eb0-c2cc-4ee6-931e-fe5f9a28c928/gallery/image/bccN-dkoYQCDg9PwE0jrJdFhDrk9K6VqgPGL3fkYFCs=/medium.webp
propertyfinder,fd111143-75d8-4149-a171-ea46b3de73cc,Palm Hills New Cairo_Phase 5A,Palm Hills New Cairo_Phase 5A,"Cairo,New Cairo City",Palm Hills,,,,,,2028-06-30T11:30:00Z,10418000,EGP,10.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/palm-hills/palm-hills-new-cairo_phase-5a,https://new-projects-media.propertyfinder.com/project/fd111143-75d8-4149-a171-ea46b3de73cc/gallery/image/oG0exF9w3o_JRlOaUtij_lwwTV6jNPDnQ1nU2MPhg4U=/medium.webp
propertyfinder,0ab4ff03-05e7-407b-89f8-566609febde6,Dahya,Dahya,"Giza,Sheikh Zayed City,New Zayed City,Dahya New Zayed",ALOULA Group,apartment,"1, 2, 3",,,,2028-12-31T10:45:34.481Z,1725000,EGP,5.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City,Dahya New Zayed",30.08812768826,30.84954773515,https://www.propertyfinder.eg/en/new-projects/aloula-group/dahya,https://new-projects-media.propertyfinder.com/project/0ab4ff03-05e7-407b-89f8-566609febde6/gallery/image/aS0tCWlsy3HXaIPJ19a5AV6-5CUmlG7I0SOGCgojQFc=/medium.webp
propertyfinder,0b4a786b-06fa-47c7-8dcb-f25ee772ed3b,Park Valley Heights,Park Valley Heights,"Giza,6 October City,Green Belt",EFID Developments,"villa, townhouse",3,,,,2028-12-31T11:50:55.282Z,5850000,EGP,10.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/efid-developments/park-valley-heights,https://new-projects-media.propertyfinder.com/project/0b4a786b-06fa-47c7-8dcb-f25ee772ed3b/gallery/image/oaxqL5VFA0lKnlucHNCTspIII1Li4obthy2D9uvGo40=/medium.webp
propertyfinder,08a67d31-a297-4105-9bc8-5f94d0d26f63,Ayaru Villas,Ayaru Villas,"Giza,6 October City,6 October Compounds,Ayaru",GUP DEVELOPMENTS,villa,3,,,,2026-12-31T13:22:21.809Z,7500000,EGP,15.0,,,buy,"Giza,6 October City,6 October Compounds,Ayaru",29.9845273815,30.85141315716,https://www.propertyfinder.eg/en/new-projects/gup-developments/ayaru,https://new-projects-media.propertyfinder.com/project/08a67d31-a297-4105-9bc8-5f94d0d26f63/gallery/image/4QjsaFte6zufxM5PE7fonExpnamNY03eWiqPp_5vF4k=/medium.webp
propertyfinder,084c98cb-d470-4751-a30c-bb949d44b1f5,Horizon Villas In Marassi Red Sea By Emaar,Horizon Villas In Marassi Red Sea By Emaar,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",Emaar Misr,villa,"3, 4, 5",,,,,0,EGP,,,,buy,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",26.8513043,33.9426842,https://www.propertyfinder.eg/en/new-projects/emaar-misr/horizon-villas-in-marassi-red-sea-by-emaar,https://new-projects-media.propertyfinder.com/project/084c98cb-d470-4751-a30c-bb949d44b1f5/gallery/image/Vd1wnQRj3HtdNt7hUMmnNfzqiBjJ9-n-mMAp7IUB6h8=/medium.webp
propertyfinder,48e48ba2-ced9-40f3-bd6d-97738314f08b,The Notch 3,The Notch 3,"Giza,6 October City,Green Belt",PTC Real Estate Development,"villa, townhouse",3,,,,2029-06-30T09:15:27.349Z,4800000,EGP,15.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/ptc-real-estate-development/the-notch-3,https://new-projects-media.propertyfinder.com/project/48e48ba2-ced9-40f3-bd6d-97738314f08b/gallery/image/6YuSGMKth6i-5GPvF2wWFh2W7HhaxCyXxl7F8q06A8E=/medium.webp
propertyfinder,5c57e73f-1c3b-4ab1-b62a-fbab279c7ef5,Solimar Green 4,Solimar Green 4,"Giza,6 October City,Green Belt",Solimar Real Estate,villa,3,,,,2028-12-31T08:40:52.145Z,5955555,EGP,10.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/solimar-real-estate/solimar-green-4,https://new-projects-media.propertyfinder.com/project/5c57e73f-1c3b-4ab1-b62a-fbab279c7ef5/gallery/image/Y5fYI79UYC68CfbODcxJHaouEE2yYW2EzNmaETYB4tw=/medium.webp
propertyfinder,61083881-2bb0-411d-a879-9b5fad994a56,Spire - Club Hills,Spire - Club Hills,"Giza,6 October City,26th of July Corridor,Club Hills",Housing and Development Company for Real Estate,apartment,2,,,,2028-12-31T14:23:01.152Z,7080765,EGP,1.0,,,buy,"Giza,6 October City,26th of July Corridor,Club Hills",29.99684117706,31.02261831783,https://www.propertyfinder.eg/en/new-projects/housing-and-development-company-for-real-estate/spire-club-hills,https://new-projects-media.propertyfinder.com/project/61083881-2bb0-411d-a879-9b5fad994a56/gallery/image/-cHXBpZZ3Sta4WKAErHRus8qdU2kwHj4hnyfWXQ1WJg=/medium.webp
propertyfinder,54d89260-4bf0-49f1-8b7a-4d9714329b7c,Upmount,Upmount,"Cairo,New Capital City,R8",Empire State Developments,"duplex, apartment, penthouse","0, 1, 2, 3",,,,2029-12-31T10:45:11.46Z,900000,EGP,10.0,,,buy,"Cairo,New Capital City,R8",29.975614,31.782954,https://www.propertyfinder.eg/en/new-projects/empire-state-developments/up-mount,https://new-projects-media.propertyfinder.com/project/54d89260-4bf0-49f1-8b7a-4d9714329b7c/gallery/image/AHtMOnumz7v0G7mZC9FVPIv9jsWmmg1QbfTRxghJVbc=/medium.webp
propertyfinder,b48950d1-c436-4e4c-88f0-055e17a5043c,Cloudside,Cloudside,"Giza,Sheikh Zayed City,Sheikh Zayed Compounds,Cloud Side",Hills Developments,apartment,"1, 2, 3",,,,2029-12-30T23:00:00Z,3040000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,Sheikh Zayed Compounds,Cloud Side",30.0562012447,31.0144385785,https://www.propertyfinder.eg/en/new-projects/hills-developments/cloudside,https://new-projects-media.propertyfinder.com/project/b48950d1-c436-4e4c-88f0-055e17a5043c/gallery/image/-WdoYVfHeOwNsaE6Dgo2DNsGfv3Q-sWGuUGPWeEovmw=/medium.webp
propertyfinder,b05287eb-0eb6-427b-9f58-74335af25619,Waterway East,Waterway East,"Cairo,New Cairo City,The 6th Settlement",Waterway Developments,,,,,,2029-12-31T09:56:49.449Z,4530500,EGP,10.0,,,buy,"Cairo,New Cairo City,The 6th Settlement",29.966757,31.569404,https://www.propertyfinder.eg/en/new-projects/waterway-developments/waterway-east,https://new-projects-media.propertyfinder.com/project/b05287eb-0eb6-427b-9f58-74335af25619/gallery/image/AyLUdbxQ180T8BbsxUkDfZA4LenEvJBq140K9e66P3s=/medium.webp
propertyfinder,2a660ad6-b90d-4bfc-b645-e60f4ba6149c,Park Valley Royal,Park Valley Royal,"Giza,6 October City,Green Belt",EFID Developments,"townhouse, villa",3,,,,2028-12-31T10:27:57.719Z,5850000,EGP,10.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/efid-developments/park-valley-royal,https://new-projects-media.propertyfinder.com/project/2a660ad6-b90d-4bfc-b645-e60f4ba6149c/gallery/image/04E_m6zUM2rD-gsYji3azab9zToQz17-Wf7OYvrbxfE=/medium.webp
propertyfinder,2829b246-3118-498c-864a-85ff4df5ea8f,Vista Villas in Mivida Gardens By Emaar,Vista Villas in Mivida Gardens By Emaar,"Cairo,Mostakbal City - Future City,Mivida Gardens",Emaar Misr,,,,,,2029-12-31T14:19:56.764Z,0,EGP,,,,buy,"Cairo,Mostakbal City - Future City,Mivida Gardens",30.0520376266,31.7146524372,https://www.propertyfinder.eg/en/new-projects/emaar-misr/vista-villas-in-mivida-gardens-by-emaar,https://new-projects-media.propertyfinder.com/project/2829b246-3118-498c-864a-85ff4df5ea8f/gallery/image/5i69rW9bcz4-gHN0qMjN0fqkMlesfmhpPANceIGTW1c=/medium.webp
propertyfinder,3ec2eb03-5941-43f3-9483-b88b45363135,Solimar Green 5,Solimar Green 5,"Giza,6 October City,Green Belt",Solimar Real Estate,villa,3,,,,2028-12-31T10:46:08.294Z,5025000,EGP,10.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/solimar-real-estate/solimar-green-5,https://new-projects-media.propertyfinder.com/project/3ec2eb03-5941-43f3-9483-b88b45363135/gallery/image/JgKxRP6vkb_S_aQgRpy_2jAetYW4kOsm-g0z3he4IJI=/medium.webp
propertyfinder,aee342bf-e26e-426c-8659-5b44a82f81d9,Westville,Westville,"Giza,6 October City",Binbaz,apartment,"2, 3",,,,2028-12-31T16:02:42.434Z,4914000,EGP,10.0,,,buy,"Giza,6 October City",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/binbaz/westville,https://new-projects-media.propertyfinder.com/project/aee342bf-e26e-426c-8659-5b44a82f81d9/gallery/image/m9GJ_LOpy10K2ekw3nt3w9xTiVwx4Ptb0gswmjqcjNo=/medium.webp
propertyfinder,8489bbfa-af53-49fa-8610-0c6f0ba9be7d,Park Valley 24,Park Valley 24,"Giza,Sheikh Zayed City,New Zayed City",EFID Developments,"townhouse, villa",4,,,,2028-12-31T16:52:41.446Z,5250000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/efid-developments/park-valley-24,https://new-projects-media.propertyfinder.com/project/8489bbfa-af53-49fa-8610-0c6f0ba9be7d/gallery/image/AouCT-xTmq44OHe-SsDga7vF_g2q9NZUsXad239z1Xc=/medium.webp
propertyfinder,8802b5fc-1dda-4eba-8c0a-8d01e6349076,Tabeaa,Tabeaa,"Giza,6 October City",Nasdaq Developments,apartment,"1, 2, 3",,,,2028-12-31T12:45:54.78Z,1923712,EGP,10.0,,,buy,"Giza,6 October City",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/nasdaq-developments/tabeaa,https://new-projects-media.propertyfinder.com/project/8802b5fc-1dda-4eba-8c0a-8d01e6349076/gallery/image/RMgNFjfO7IrEkQYxEOa5wEezmUN58vQH80HlGZwdrTE=/medium.webp
propertyfinder,c3da7e01-2231-4e64-a1c0-686fd05bf54f,Miura,Miura,"Giza,Sheikh Zayed City,New Zayed City,Miura",ALOULA Group,villa,5,,,,2028-12-31T10:15:56.564Z,11250000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City,Miura",30.06404281253,30.9147387743,https://www.propertyfinder.eg/en/new-projects/aloula-group/miura,https://new-projects-media.propertyfinder.com/project/c3da7e01-2231-4e64-a1c0-686fd05bf54f/gallery/image/TlkXFoV4XyA8le3lCl3T4d4H0D1gBq7Atdb2977Sljc=/medium.webp
propertyfinder,79b6ebdf-a7b3-4ce0-a001-935fffcbaf61,Island Villas In Marassi Red Sea By Emaar,Island Villas In Marassi Red Sea By Emaar,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",Emaar Misr,villa,"5, 6, 7",,,,2026-04-30T07:43:07.006Z,0,EGP,,,,buy,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",26.8513043,33.9426842,https://www.propertyfinder.eg/en/new-projects/emaar-misr/island-villas-in-marassi-red-sea-by-emaar,https://new-projects-media.propertyfinder.com/project/79b6ebdf-a7b3-4ce0-a001-935fffcbaf61/gallery/image/twFP0xIluqYNmItZObu73kPOrrwn1N6iFYcNC7w4YWg=/medium.webp
propertyfinder,737db331-56a7-443e-85b6-cede2dc3543e,Zia Park Residence,Zia Park Residence,"Giza,Sheikh Zayed City",Hills Developments,apartment,"1, 2, 3",,,,2029-12-31T13:29:25.582Z,5336800,EGP,5.0,,,buy,"Giza,Sheikh Zayed City",30.04056643,30.99054337,https://www.propertyfinder.eg/en/new-projects/hills-developments/zia-park,https://new-projects-media.propertyfinder.com/project/737db331-56a7-443e-85b6-cede2dc3543e/gallery/image/a6YWV2YsG1q3y3vaeA6-1nlUBgBcgJjxC8nkFApGfHc=/medium.webp
propertyfinder,2b9f2341-0ed2-460b-ad15-d45654180608,Park Valley Sova,Park Valley Sova,"Giza,Sheikh Zayed City,New Zayed City",EFID Developments,villa,2,,,,2028-12-31T15:08:28.354Z,4250000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/efid-developments/park-valley-sova,https://new-projects-media.propertyfinder.com/project/2b9f2341-0ed2-460b-ad15-d45654180608/gallery/image/SS4VoZokAPi2LMs-QbMBC-FyB1LXSvVUgZgRYhPRlOs=/medium.webp
propertyfinder,3cc35bd2-6e02-4cf2-a9f6-98751352940b,Flair Townhomes in Mivida Gardens By Emaar,Flair Townhomes in Mivida Gardens By Emaar,"Cairo,Mostakbal City - Future City,Mivida Gardens",Emaar Misr,,,,,,2029-12-31T14:26:00.889Z,0,EGP,,,,buy,"Cairo,Mostakbal City - Future City,Mivida Gardens",30.0520376266,31.7146524372,https://www.propertyfinder.eg/en/new-projects/emaar-misr/flair-townhomes-in-mivida-gardens-by-emaar,https://new-projects-media.propertyfinder.com/project/3cc35bd2-6e02-4cf2-a9f6-98751352940b/gallery/image/JFf_e7vW9tHZyADE8MAZ27REvHtiAYmlSuNHRpS7WkY=/medium.webp
propertyfinder,31e494ea-56c0-47e0-ac23-0f464b94cd23,Golf Town,Golf Town,"Cairo,New Cairo City,The 6th Settlement",Modon Developments,"villa, apartment","0, 1, 2, 3, 4, 5",,,,2029-12-31T10:26:44.703Z,4300000,EGP,10.0,,,buy,"Cairo,New Cairo City,The 6th Settlement",29.966757,31.569404,https://www.propertyfinder.eg/en/new-projects/modon-developments/golf-town,https://new-projects-media.propertyfinder.com/project/31e494ea-56c0-47e0-ac23-0f464b94cd23/gallery/image/NK3tbDUIfuY8Rj2_oxZvpfUu130BoCQ4__rK-u8utyo=/medium.webp
propertyfinder,21a78589-98a4-49f3-b95f-497df0720b94,Beachfront Villas In Marassi Red Sea By Emaar,Beachfront Villas In Marassi Red Sea By Emaar,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",Emaar Misr,,,,,,2026-12-31T14:27:21.008Z,0,EGP,,,,buy,"Red Sea,Hurghada,Safaga,Soma Bay,Marassi Red Sea",26.8513043,33.9426842,https://www.propertyfinder.eg/en/new-projects/emaar-misr/beachfront-villas-in-marassi-red-sea-by-emaar,https://new-projects-media.propertyfinder.com/project/21a78589-98a4-49f3-b95f-497df0720b94/gallery/image/6QMdpgmXAgz8cN0q9q7rJClrzb7Cex3XiKSQ32mk1no=/medium.webp
propertyfinder,29bb89c3-868b-44ff-938a-3cf729c6ff93,Palm Valley 2,Palm Valley 2,"Giza,Sheikh Zayed City,New Zayed City",Pledge Development,villa,3,,,,2027-06-30T14:19:26.058Z,6175000,EGP,25.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/pledge-development/palm-valley-2,https://new-projects-media.propertyfinder.com/project/29bb89c3-868b-44ff-938a-3cf729c6ff93/gallery/image/3MQ563CdMHvg49ch8O0pu7bUdrY4MvSHK-MvTdngBkM=/medium.webp
propertyfinder,dd488e4f-54fd-4891-84c7-6aaccaccde6a,Rio Villas,Rio Villas,"Giza,6 October City,Green Belt",GUP DEVELOPMENTS,townhouse,3,,,,2028-12-31T12:50:34.827Z,6440000,EGP,10.0,,,buy,"Giza,6 October City,Green Belt",29.95790912,30.91575801,https://www.propertyfinder.eg/en/new-projects/gup-developments/rio-villas,https://new-projects-media.propertyfinder.com/project/dd488e4f-54fd-4891-84c7-6aaccaccde6a/gallery/image/xKrus3Zz7zAKa9hxfsdo1La0uAt1JaW2CxuWFI4UmVU=/medium.webp
propertyfinder,eeb546fa-ffa1-4413-9686-5adac9192387,Bel Ami 2,Bel Ami 2,"Giza,Sheikh Zayed City,New Zayed City",Pyramids Rocks Developments,villa,3,,,,2028-12-31T13:22:19.592Z,8250000,EGP,10.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/pyramids-rocks-developments/bel-ami-2,https://new-projects-media.propertyfinder.com/project/eeb546fa-ffa1-4413-9686-5adac9192387/gallery/image/6XyTRtLq3kxidJ8jZ4j8_WvrHwI3qda7NzXHv_GOyLg=/medium.webp
propertyfinder,fee10dad-8c05-4847-8723-5d0247c8faa0,Ori,Ori,"Giza,Sheikh Zayed City,New Zayed City,Ori",ALOULA Group,"apartment, penthouse","1, 2, 3, 4",,,,2028-12-31T11:11:17.154Z,2475000,EGP,0.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City,Ori",30.05565621814,31.01256593416,https://www.propertyfinder.eg/en/new-projects/aloula-group/ori,https://new-projects-media.propertyfinder.com/project/fee10dad-8c05-4847-8723-5d0247c8faa0/gallery/image/Z1i-DSXekjQiu3oRvBqiFMrdTKJj_T2H8UVZAx6h18I=/medium.webp
propertyfinder,11176739-2356-4f7c-9e94-618832060fb9,Lamera Resort,Lamera Resort,North Coast,Sakkara,apartment,"1, 2, 3",,,,2026-05-31T12:23:11.929Z,2860000,EGP,20.0,,,buy,North Coast,30.93973896,29.16074134,https://www.propertyfinder.eg/en/new-projects/sakkara/lamera-resort,https://new-projects-media.propertyfinder.com/project/11176739-2356-4f7c-9e94-618832060fb9/gallery/image/iyBDC5cYuZ0RoWCBaxqJUFwR1s2jf7TYh91i6d0l15Y=/medium.webp
propertyfinder,11fed35f-7d86-465d-bd07-3795ef4ca54f,Isola Quattro 2,Isola Quattro 2,"Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,Isola Quattro",Al- Masria Development,apartment,"2, 3",,,,2029-12-31T07:53:16.115Z,2040500,EGP,10.0,,,buy,"Cairo,New Cairo City,The 5th Settlement,5th Settlement Compounds,Isola Quattro",30.028029,31.588299,https://www.propertyfinder.eg/en/new-projects/al-masria-development/isola-quattro-2,https://new-projects-media.propertyfinder.com/project/11fed35f-7d86-465d-bd07-3795ef4ca54f/gallery/image/KqAXgUHOafKSc96L0ZjpLdTC21DQtJQBP687HULCMLQ=/medium.webp
propertyfinder,3ec9d3ee-441d-4767-84ca-d2a316d43b6d,Sansa,Sansa,"North Coast,Al Alamein,Sansa",Premier,apartment,"1, 2",,,,2028-12-31T14:33:06.107Z,1443750,EGP,10.0,,,buy,"North Coast,Al Alamein,Sansa",30.8242208653,29.19429757073,https://www.propertyfinder.eg/en/new-projects/premier/sansa,https://new-projects-media.propertyfinder.com/project/3ec9d3ee-441d-4767-84ca-d2a316d43b6d/gallery/image/2RvwkDZxT8SZ-Jj3l8mckVZGOhw2h8NZUvIb9okzchc=/medium.webp
propertyfinder,51e413b8-2cc8-4cf5-b09e-d99fdeab51b7,Joval,Joval,"Giza,Sheikh Zayed City,New Zayed City",Citadel Developments,villa,3,,,,2028-04-30T10:21:27.33Z,13051500,EGP,5.0,,,buy,"Giza,Sheikh Zayed City,New Zayed City",30.112012,30.74764,https://www.propertyfinder.eg/en/new-projects/citadel-developments/joval,https://new-projects-media.propertyfinder.com/project/51e413b8-2cc8-4cf5-b09e-d99fdeab51b7/gallery/image/OYWsCyytC7u-9dnTXGPLWRabuc9YBIVlmFsY5VEhE_Y=/medium.webp
propertyfinder,6242c4d2-66a9-4cac-b5de-bb9ed4d390eb,Wuud Residence,Wuud Residence,"Cairo,New Cairo City",Tharaa,,,,,,2029-06-30T07:51:26.017Z,2500000,EGP,0.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/tharaa/wuud-residence,https://new-projects-media.propertyfinder.com/project/6242c4d2-66a9-4cac-b5de-bb9ed4d390eb/gallery/image/msZ15nv4te5sRLGvE1yjL9not3kO80zYXlGDgEaKvYM=/medium.webp
propertyfinder,551a6c82-bc31-4216-a7a0-efdc27840c26,To-gther,To-gther,"Cairo,New Cairo City",Golden View Developments,apartment,"0, 1, 2, 3",,,,2029-12-30T23:15:37.722Z,4318832,EGP,10.0,,,buy,"Cairo,New Cairo City",30.04074712,31.47093773,https://www.propertyfinder.eg/en/new-projects/golden-view-developments/to-gther,https://new-projects-media.propertyfinder.com/project/551a6c82-bc31-4216-a7a0-efdc27840c26/gallery/image/4H8mmLFkNmF7REjx6JDvAL64egdYcdM9kqPvBnWoiqM=/medium.webp
propertyfinder,8010578e-0d00-4101-8cc8-0cb14a9018b0,Rock White,Rock White,"Cairo,New Heliopolis,9th District,Rock White",Rock developments,"apartment, penthouse","2, 3",,,,2028-12-30T23:09:27.276Z,4365481,EGP,5.0,,,buy,"Cairo,New Heliopolis,9th District,Rock White",30.13851831961,31.68127531783,https://www.propertyfinder.eg/en/new-projects/rock-developments/rock-white,https://new-projects-media.propertyfinder.com/project/8010578e-0d00-4101-8cc8-0cb14a9018b0/gallery/image/49jcVUXbt3PtzolC_5hpjrpsvFDqUE0f3jjBBgROStg=/medium.webp
propertyfinder,82f7b3b5-13ab-4718-8a15-3154f7881319,40 Square,40 Square,"Cairo,New Capital City",Al Ahly Sabbour Developments,apartment,"1, 2, 3, 4",,,,2030-12-31T08:09:12.976Z,2969940,EGP,10.0,,,buy,"Cairo,New Capital City",30.001226,31.709683,https://www.propertyfinder.eg/en/new-projects/al-ahly-sabbour-developments/40-square,https://new-projects-media.propertyfinder.com/project/82f7b3b5-13ab-4718-8a15-3154f7881319/gallery/image/MNPO5HKhjxcI35rWZSl4G_I5akF0VzccsRW-q9etkz8=/medium.webp
propertyfinder,858cf80e-6a52-4dfa-93ce-fe163f796673,Jazal,Jazal,"Giza,Sheikh Zayed City",Legacy Estates Development,apartment,"1, 2, 3, 4",,,,2029-12-31T08:12:17.346Z,6643000,EGP,0.0,,,buy,"Giza,Sheikh Zayed City",30.04056643,30.99054337,https://www.propertyfinder.eg/en/new-projects/legacy-estates-development/jazal,https://new-projects-media.propertyfinder.com/project/858cf80e-6a52-4dfa-93ce-fe163f796673/gallery/image/d3GgncP-hmhzRk_NbXfr7c3bNzWqj-RYXCNh9nVWF1M=/medium.webp
propertyfinder,a3bb8fd7-009b-4f29-af57-f07f52d12c1f,Hope,Hope,"Cairo,New Cairo City,The 5th Settlement,Hope",Alashraaf Development,"apartment, duplex","1, 2, 3",,,,2029-12-31T12:14:26.121Z,3539250,EGP,10.0,,,buy,"Cairo,New Cairo City,The 5th Settlement,Hope",30.07954675484,31.54282793177,https://www.propertyfinder.eg/en/new-projects/alashraaf-development/hope,https://new-projects-media.propertyfinder.com/project/a3bb8fd7-009b-4f29-af57-f07f52d12c1f/gallery/image/gEqk-MkROKlXYBAAtgZqp9DpyUryZhtEn6l5RJB48Z4=/medium.webp
propertyfinder,9c00663d-a348-40c9-9e07-2e50e4636c84,Arina,Arina,"North Coast,Al Alamein",On Plan,,,,,,2027-05-31T12:50:54.945Z,720000,EGP,10.0,,,buy,"North Coast,Al Alamein",30.822469,28.954309,https://www.propertyfinder.eg/en/new-projects/on-plan/arina,https://new-projects-media.propertyfinder.com/project/9c00663d-a348-40c9-9e07-2e50e4636c84/gallery/image/dW1uH3V4-UoA8crqqJg_wuZG7rLnqcDODoW3aEN5zZ4=/medium.webp
